X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20
1.2268412572973502,,,,-2.713436627079329,0.9529233375492847,,-1.4673953077802941,1.0742391228357202,-1.7284887592341585,2.2617725129035824,1.4621079370449725,0.406765946191812,0.9994872397012525,-1.1750155659947417,1.7180958910662298,-1.1975380081658202,0.6678104685412061,-1.4608225702485846,-4.438411881027727
0.6785691661889991,-0.3510357167182391,0.07584192899698303,-0.13737235163497682,-1.4046407102621432,-0.3511209072735852,0.4743200708179526,-0.22126658592633547,-0.46711406637721403,0.3570144128300855,-1.4204712739223504,-0.6916607517253067,-1.7489757907657248,0.37034382034680396,0.7424731303481517,-2.443360773037102,-0.442268963389768,-1.4276984334784595,2.460196840819215,2.0489305426720485
-1.7767871598760863,,0.11358497860580218,,-1.2986591243094054,-0.13427782281462625,-1.0962252010992533,0.8926284750374995,1.310642987710676,-0.386428588227483,-1.9186552367148382,0.3001703199558293,-0.1541815999010708,-1.3049109665146672,0.6630324619404595,0.7043173680383598,1.9857834251334456,-0.4422278780794879,-1.0749373240838416,-0.30820737240342927
2.136532484073035,,,,-1.1293810559637392,0.28431647332392107,,0.040929717734185724,0.5399058156361579,1.8138765276487694,-0.22733311718600518,-1.444113805429593,1.241933965304602,-1.170362548711484,2.275863673112966,-1.5075300698429919,0.5434019842114585,-1.626537976814791,0.8002860272842099,0.7749937707444904
-0.17881231445065798,0.431340862895292,,,0.011814895995267275,-1.0117553576628315,,0.2752361057453301,0.28847991586756466,-0.11600179961318516,-0.7373287965265087,1.1989178799015108,-0.5144168506549249,-0.23069888792401644,-0.02410525773731673,0.37560752891710086,0.309833364642041,,0.14683634633296755,0.7981533240506072
0.3724834446256204,-0.6048631609045882,-0.3347811905731521,,0.9639703017998053,0.3781130025471218,,0.06465710666250647,-0.14092161573534642,0.1644372935948097,-0.7458108395934484,-1.373117320246755,0.4504294142098869,2.0684260207058656,0.5116900377487584,-1.2137107786838086,0.4677087698581938,-1.1960272378450174,2.3839094786092807,0.3521104672092012
-0.7436734012956433,,-1.623148820974229,,1.9061541449726955,-0.1353607897241296,,2.1032172205162,1.9076501012039668,0.24158877132390852,-0.6345849517162023,-0.18092030207814758,,1.9539529296652858,-0.8012473664993182,-0.051014066924849596,1.359030344290844,-2.6372746462240313,-1.1199282744595742,-0.07189633447764221
0.5645420708555158,-0.30017214248935714,0.287933291209684,,-0.46654212159964886,-1.404430188255059,,0.8556633964236443,-0.4269293468684036,0.19901207655403788,0.43166978849388704,-0.3101167735180566,-1.0720197911393448,-0.6021619159423205,-0.3399365805352018,-0.2694804694552411,0.673217950117979,-2.0961932057817387,-0.8447769543409356,0.23306757229569372
0.1918154524548903,,,-1.1942543800419996,-0.19210643292637047,1.7321041440280485,1.3313852367852612,-0.751013119941957,-0.02442421315792478,0.9625454215082884,-0.6460188770477182,-0.6469166882549142,1.3082935626510859,-0.906708123881919,-0.9811161374581742,-1.5507892597058452,0.9067608434368855,-1.0166857202617894,-2.265093680425537,0.5914455805255753
0.2296556824284949,-0.396036028363145,1.0858700691099519,0.6174407896705173,-0.2267097667038037,-0.23790539003995415,,0.946020331957724,-0.6144796757115666,0.6816534914837391,-2.905595830937022,1.1603385699937694,0.5627665098996737,0.16465212693386552,0.6992296280490751,-2.3436123010390064,0.9781661577913772,-2.166717394133895,0.37659687354509913,1.4383280288802303
-2.1749503504306618,-0.7364107619017866,,,-1.4350646370496607,-1.3109420277992279,,0.5533732403766068,-2.317012839744383,-1.2392355529283807,-1.83274994143246,-0.32649949807817724,,1.945762031678741,0.005114722572550678,0.15279810855018064,2.0598893500670847,0.012735487400073698,2.812091082009166,0.42972608470535256
0.6937805464920623,-1.0734696545075249,,,3.274802492903457,-0.7482073436062225,,0.09619629456685005,-0.6392154679921233,1.7950377074248036,2.652933884084022,0.2426694410817942,0.01781825695497763,1.5781193768114645,-0.6776287615501831,3.906652915912111,-1.9014437231180839,-1.4040388055257211,-0.2618689140891707,-1.4922350706521201
1.5143265162884711,,-1.290745194179424,,-0.0329219859256239,0.7981790505822968,0.06008268702551658,1.5592925024197148,0.3784754071351994,0.12399440252331151,1.252478946589082,-0.34498721015498407,2.1607235976796844,-1.1816197236559318,-0.16621483919945956,-2.0238226182616246,0.39994086114963134,0.6269714994545963,-0.7298599548681268,0.8887374686919141
0.43286669036372216,,,,1.2319893253492997,0.11449632463391558,-0.24652903098439552,-0.1648868087217699,0.4356038628852859,1.6645472369787349,-0.8550797357256401,0.8360047194342665,,-0.4538887259922382,-1.5073570838049146,0.27660030904574695,-0.981577211881961,,-3.190332177576589,0.23669554171631127
-0.3270738450545357,0.7550605972521501,-0.04107418015067387,0.8083649252238088,0.37532843456260867,-0.06186550921186783,,0.39611301734961074,-0.14009201545265138,-0.2027849323418351,-1.935931911559559,-0.18657899351146653,-0.39476906933651446,0.12741993518793962,0.33766021953662406,-1.2268079262141436,0.6345036249909201,-0.8478760363446245,-0.5442820531560711,1.3985013610607273
-0.2541002778695996,0.26384151377993775,0.4204445737062243,,3.1567940609231195,0.5965021771758221,,-1.59825280724998,0.20258407827330296,-0.8693209812030737,3.1798031162735687,1.1234121620219324,0.8949707875990588,-0.5099416696444581,-2.092412069281599,3.2987380532117054,-0.1659681306950497,1.1686637424451025,-2.6027537766345827,-4.173559436451455
0.3939521650671616,,0.4926781800519024,-0.5313107168272703,1.1120166491322663,-1.748488284554346,-0.5284483470187964,0.9404451088041125,2.0496455091231964,0.3836774372668826,0.4772514319258197,0.4381663472912424,-0.1720776125638956,-0.7566106869656053,-0.8846386607271206,0.3772741339687414,-0.908602281938635,0.440241709496894,-0.781461105907983,1.2052799909684129
0.09752783148805383,,,,-0.018833834904585973,0.9942212744194633,1.0586514612662488,0.7721360919939708,-0.9742679636922092,0.7819885426969688,-0.38434718030045434,1.0101271773347198,,-0.45765665017336576,1.3243124633416752,-0.7117849622425753,-0.12047568500559208,0.15973285921033142,2.198474461626086,0.3424168413206488
1.173260847175218,0.9306544083086692,,-0.7453157171323811,1.7672727597991684,1.5269681538868882,0.2991505955469246,0.7657964006376966,-2.046656726821938,-3.2351281689974636,-0.803441572562555,0.0218628366265532,0.4655929701853304,-0.2666303344898103,0.6900744896933143,-1.5534034445675622,1.5878082261060522,0.6525089900012416,2.5222575978992148,-0.8340019897702805
-0.3746846027153462,,,,0.10322707773907734,1.0109383926757844,-0.31501520251194076,-0.8455485524863211,-0.09658817185269696,-0.3563026788548256,-0.6680871361075705,-1.426555420520533,,-0.9645949638212749,0.23674469050698388,1.8760423626873781,-1.6958831072170255,2.904739496765504,0.21114610403532738,-2.2723371782284656
-1.6951042477244862,1.4565055291181452,-0.48412648768935085,-1.1398071236599965,0.07942682421868164,-1.7038323645882947,,1.2334819934744898,-2.521555973291948,1.64205526191704,-2.936828680310081,-0.28173626906560734,0.029920370742123056,0.5530277111792106,-0.5140675305503101,-2.0256968692355173,0.43637329819906034,-0.6982397210516487,1.156480774654838,2.4139730470036644
0.7802773045489125,0.4034617037650393,1.2143059431366576,-0.22834093726195087,0.07482873706960058,-0.08281333490619616,,-1.8414793451269384,-0.5935027926253427,-0.22952332595015698,-0.2772206303820042,1.2084563285519605,,-2.055488185084834,2.342813839427749,-0.4579981120938622,-1.9211931256857215,,2.1130294666458047,0.36093987251396725
-2.1357860155569983,1.483589259395828,,-0.1752512999607186,1.155629240600153,-1.4732722329567849,-1.9342179562228938,0.5700050051852524,0.6637976424071497,-0.3679790418298666,-1.7607810599065725,-0.5322340208981713,,-0.5805462782364871,-1.1426801261478159,1.6361891210518218,1.184586168599975,0.5532338165409207,-1.7115348964505883,-1.916517239200331
0.08565628857168876,,0.07238329509474174,0.6798481306978528,-0.7632747527453776,-0.3907376984426608,0.7235414257903229,1.3330833548377292,1.6241874024899352,2.157939808644822,-0.6479184466367615,0.7774192052488618,-0.06538575270768306,-0.6472630449089485,-1.392013048235734,-0.08304658895475081,0.675396945003382,-1.2890983303231516,-1.7715508612666888,0.9028302967744161
-0.8195474071108452,2.0076319956936253,-0.6665870986813381,0.18897107812429983,-0.5985013770108563,1.6755843967374484,,0.43447100429395813,1.8780101679581374,-0.21448441906034524,-0.35032918730057094,-0.10534471250754521,0.4680808516006567,-2.21456794107475,-0.6766272088935835,1.5299399874678559,-0.28072542962922886,,-2.0670199525863677,-1.6444089692509103
0.7303856760446777,1.1228457354604684,0.13671720247820085,-0.008303718157730528,0.3868969476274355,-1.0827018520466307,,0.12003622617429208,0.09298100859389354,-0.6194397664458354,-2.93462150062007,1.6938091132880821,,-0.5038610432045971,0.7103436856829167,-3.1559359359176424,1.448061919628615,,1.1097222957595145,2.77618096227607
-0.4265611396027733,0.3918760036155028,-0.7952832511418167,,0.2360937740178453,0.5894540649435461,,0.8350763806308142,0.15656115718463331,-1.2590921652890432,0.8464364085354527,1.6209122856217524,,0.12223627637381108,-0.5984875326124326,2.9878181185338133,-0.5568438731985753,,-1.3302943519048276,-3.8030869601606487
-0.7515567423743617,0.25988390186218585,0.8336111527049499,0.6416869945638658,-1.6287351478389867,0.7848132471888761,-1.0441079185488702,0.3298810233818803,-0.5763099630661935,0.49139135593674227,-1.6236959010430994,-0.17763219598355534,,0.4416084646877674,0.2839918608206007,0.22995118347848567,4.918874070995624,1.7652520976585766,-0.5875330441208114,-0.24951968518965625
-0.04132131709362875,-1.6827377984909027,,,5.241391567210736,-0.11734092546137193,0.16577463580874563,0.703959226646736,0.3898449499335044,0.9142650674194739,1.3636506360897471,-0.45994283084068693,-0.6517386308201547,0.8650956601959905,-0.34978668977609356,2.1042222883946264,-0.6285177871595309,,-1.4567885371361131,-0.2251999164113312
0.731420617412428,-0.2293665854898512,0.42031241679814263,0.8227023228193399,0.0178760728324397,3.245397136708529,-0.012008502895518375,-0.5482060857534651,-0.5120568905550841,-0.7848959339826126,0.41721983683975306,-0.5956678809102999,-0.13821673559163403,-1.7847869400013805,-0.3027643955550728,0.5559870283103018,-0.6643562728429453,0.8425286138331926,-1.934122800177929,-2.9072853940887007
-1.0970696177752373,0.38067708664831046,,0.3361111094225157,-0.010905386499094854,-0.5866601063252173,1.4127736832051565,0.6274131738890342,0.035546986345437064,-1.5322118580477355,-2.053459131760586,0.33722093830846367,,1.9468645343580206,0.9735933583657372,-2.186406835426303,0.7330757572774967,1.8668977054509273,1.063851359141808,1.7716599827106863
0.1882236343218591,0.34450817394508293,0.34310933569620355,,-0.08704711207240189,1.502447830173726,-1.0997746355651754,-0.26284895174812234,0.8409197690829573,1.5020112939052357,0.5355956211424647,-1.0807106924455114,-0.7139881583488464,-0.40160669540109795,-1.982414106898236,0.29950935668746287,-0.8555747548429629,-1.1217550177315532,-3.491360447417503,-0.23765659906343886
-1.7729750721478361,-0.02059188211039279,-0.5903486378773549,0.6583066815064929,1.9568383579005773,-0.19549724507690852,0.1064162954424566,0.18807357456194293,-2.9658362867194668,-0.15179131135941537,0.9007410232942992,1.4236144293489859,,0.2460153361096079,0.12284417837189587,2.2503586945850063,-0.3181624671218824,0.9229892881080426,2.238510592021323,-2.1849403668651832
