X1,X2,X3,X4,X5,X6,X7,X8,X9,X10
-1.0170141364670207,-0.6268646474408046,-0.27065068537461556,1.538664631220049,0.39655193744617784,-0.9070159994859686,-0.8347811084332373,2.1035590769838217,-0.7520827417247333,0.3305640451854514
0.6373618140613244,3.2705657000478427,0.8925350136162015,-6.6884061565071065,0.7190646793676022,3.8855159399507437,-0.8917788344963845,-4.881806064865783,-0.2534506274197619,-3.658519446090653
-0.8599066067340536,-0.30704059989812027,1.056177673305118,1.5388724413045445,1.9678859234689874,-0.8085446917218752,1.9743943779767121,-4.366950999455457,-0.40981394735173565,-5.063558247301348
1.7726076293654278,-0.3847488512918639,-0.9825460297493571,1.137254491869898,-0.3199176461020027,-0.7038278456482913,-1.4354842223452515,4.843091150106832,0.572790932829122,3.406730400896868
-1.1103630547363093,0.015189145353988062,-0.20639348506290492,0.18259658969734593,0.5453126382558762,0.2806366212744321,1.432898361963439,-2.612952047255549,0.6191707059004156,-2.724994456723305
0.18121426663539714,-0.8126197440846477,-0.16710633337760689,2.317950706124953,0.5579765669911112,-2.2655960683357224,0.7596992200317849,0.15886378343003682,-1.1904782247390224,1.0488099710627592
0.5643448655784566,-0.7878020524348158,0.5027531198846845,-0.14659917144334256,-0.8713889844022507,0.7143957766414186,0.7297334337242419,0.34063110908427385,-1.8781577291460718,-0.24352808275019044
-0.5665102292987445,-1.3142148236154263,0.6939850778682042,2.2569224069205553,-0.716928262038773,-1.854240319285794,0.47280614011991773,1.196828291806681,1.015181821662042,0.8084824277345735
0.7299755964138446,0.19860938125965708,-1.4693890802440461,-0.8354715168755336,1.1395513834298876,0.5568397081990203,0.2830635562367619,-0.6587093841698615,-0.9285785317460422,-0.1974582145033543
0.37299378906291564,-0.2707056322634455,0.5173300106062699,-0.056495465368325504,-0.23223234182597782,-0.49620050166703905,-0.9786188771818778,3.597816060083141,-1.007223756317475,0.17444207948113766
0.5338109122825626,0.28124718258304665,1.4879315657551875,-1.263694491956239,0.7215396028682495,2.1937739738950137,0.11232694534197493,-2.2730094049965457,0.03943495135891781,0.22772545245359016
-0.0919732990058737,-1.2540207435219126,1.3254518635888362,1.4991238506191342,-0.0822264565034652,1.1806282964031438,-1.5584702079438297,2.9984773855135565,0.10253117828036423,1.5939677365311364
1.9138203875690445,0.12312504889355251,-0.49589037896382354,2.081832122006576,1.2399249608626364,-0.4219524724142536,0.6677791652192524,-1.5043866608901302,-1.6680929355788174,1.687601161064653
0.3307971296528913,-1.3695997858144087,-0.19769837421008296,2.1188475827446838,-1.5299712366018632,-1.7584615277589766,-1.1752242976478677,4.108880861135481,1.5585906086829142,2.8703269610787525
1.1419425193790207,-0.6674182463641044,-0.10825381301958066,0.6005575188628802,-0.048538451782003986,-0.7327796885562552,-0.3020638629532483,2.6425635638682037,0.42214117374107574,1.3784241139735518
-1.1295951593048745,0.45771649246650137,1.0287560254847286,-1.4771982127153729,-0.6053526873037651,0.9351408721636811,-0.3988997690721475,-0.7375305884564018,1.3729580207267458,-0.9528034830348107
-0.8500523771932261,-1.4621202160896065,-0.7791053254020749,2.112276566382734,0.3988768858646584,-1.578908922899121,0.3673399829559383,3.1852048096313403,-1.566024040556063,-0.5764188795119717
